new_image,matched_image,final_label,score,inliers,inlier_ratio,ncc_peak,evidence_img_path
new_1_bright.jpg,base_1.jpg,partial_duplicate,5.794645108616761,166,0.35319148936170214,0.0,reports/new_1_bright__VS__base_1.jpg
new_1_copy.jpg,base_1.jpg,partial_duplicate,8.25,1411,1.0,-0.0013737805420532823,reports/new_1_copy__VS__base_1.jpg
new_1_crop.jpg,base_1.jpg,partial_duplicate,1.1579270601272582,90,0.4090909090909091,-0.0057615251280367374,reports/new_1_crop__VS__base_1.jpg
new_1_flip.jpg,base_1.jpg,partial_duplicate,7.52553501668169,1405,0.9992887624466572,0.0,reports/new_1_flip__VS__base_1.jpg
new_1_ps.jpg,base_1.jpg,partial_duplicate,6.915401953761861,990,0.9482758620689655,0.002138676820322871,reports/new_1_ps__VS__base_1.jpg
new_2_bright.jpg,base_2.jpg,partial_duplicate,5.237276787487015,163,0.40954773869346733,0.0,reports/new_2_bright__VS__base_2.jpg
new_2_copy.jpg,base_2.jpg,partial_duplicate,7.7500001192092896,1414,1.0,0.0,reports/new_2_copy__VS__base_2.jpg
new_2_copy.jpg,base_3.jpg,partial_duplicate,5.08291643242519,27,0.29347826086956524,0.0,reports/new_2_copy__VS__base_3.jpg
new_2_crop.jpg,base_2.jpg,partial_duplicate,1.1774002785792783,75,0.39473684210526316,-0.004544842056930065,reports/new_2_crop__VS__base_2.jpg
new_2_flip.jpg,base_2.jpg,partial_duplicate,6.984922170639038,1414,1.0,0.0,reports/new_2_flip__VS__base_2.jpg
new_2_flip.jpg,base_3.jpg,partial_duplicate,5.044886702105213,27,0.29347826086956524,0.0,reports/new_2_flip__VS__base_3.jpg
new_2_jpeg30.jpg,base_2.jpg,partial_duplicate,5.182093460387474,154,0.4425287356321839,0.0,reports/new_2_jpeg30__VS__base_2.jpg
new_2_ps.jpg,base_2.jpg,partial_duplicate,6.424198960754233,1006,0.9599236641221374,0.0,reports/new_2_ps__VS__base_2.jpg
new_3_bright.jpg,base_3.jpg,partial_duplicate,5.226832343812673,162,0.41116751269035534,0.0,reports/new_3_bright__VS__base_3.jpg
new_3_copy.jpg,base_3.jpg,partial_duplicate,7.742977647299178,1414,1.0,0.00019918393809348345,reports/new_3_copy__VS__base_3.jpg
new_3_copy.jpg,base_2.jpg,partial_duplicate,5.095802042591438,31,0.27927927927927926,0.0008530452032573521,reports/new_3_copy__VS__base_2.jpg
new_3_crop.jpg,base_3.jpg,partial_duplicate,1.186078881467139,85,0.43147208121827413,0.0,reports/new_3_crop__VS__base_3.jpg
new_3_flip.jpg,base_3.jpg,partial_duplicate,6.982638923639662,1414,1.0,0.0,reports/new_3_flip__VS__base_3.jpg
new_3_flip.jpg,base_2.jpg,partial_duplicate,5.032951507675514,31,0.27927927927927926,0.0,reports/new_3_flip__VS__base_2.jpg
new_3_jpeg30.jpg,base_3.jpg,partial_duplicate,5.1670736633399255,145,0.4190751445086705,0.0,reports/new_3_jpeg30__VS__base_3.jpg
new_3_ps.jpg,base_3.jpg,partial_duplicate,6.403208545037916,968,0.944390243902439,0.0,reports/new_3_ps__VS__base_3.jpg
new_3_ps.jpg,base_1.jpg,partial_duplicate,5.445242896696905,25,0.25510204081632654,0.0,reports/new_3_ps__VS__base_1.jpg
new_3_ps.jpg,base_2.jpg,partial_duplicate,5.1966963723822905,30,0.29411764705882354,0.0,reports/new_3_ps__VS__base_2.jpg
new_4_bright.jpg,base_4.jpg,partial_duplicate,5.081345940276894,123,0.36607142857142855,0.0047079878859221935,reports/new_4_bright__VS__base_4.jpg
new_4_copy.jpg,base_4.jpg,partial_duplicate,7.78125,1442,1.0,0.0,reports/new_4_copy__VS__base_4.jpg
new_4_crop.jpg,base_4.jpg,partial_duplicate,1.1693956007455526,77,0.39086294416243655,0.0,reports/new_4_crop__VS__base_4.jpg
new_4_flip.jpg,base_4.jpg,partial_duplicate,6.340216810914619,1270,0.959214501510574,0.0,reports/new_4_flip__VS__base_4.jpg
new_4_jpeg30.jpg,base_4.jpg,partial_duplicate,5.216588366064899,146,0.37823834196891193,0.0,reports/new_4_jpeg30__VS__base_4.jpg
new_4_ps.jpg,base_4.jpg,partial_duplicate,6.488914045458692,1015,0.9424326833797586,0.0,reports/new_4_ps__VS__base_4.jpg
new_5_bright.jpg,base_5.jpg,partial_duplicate,5.576288570916928,103,0.356401384083045,0.0,reports/new_5_bright__VS__base_5.jpg
new_5_copy.jpg,base_5.jpg,partial_duplicate,8.248621640248105,1449,1.0,0.0021077711135149,reports/new_5_copy__VS__base_5.jpg
new_5_crop.jpg,base_5.jpg,partial_duplicate,1.1523946909343494,73,0.3989071038251366,0.0028886632062494755,reports/new_5_crop__VS__base_5.jpg
new_5_flip.jpg,base_5.jpg,partial_duplicate,7.523385760826871,1449,1.0,0.0,reports/new_5_flip__VS__base_5.jpg
new_5_jpeg30.jpg,base_5.jpg,partial_duplicate,5.723769463542401,131,0.37110481586402266,0.0,reports/new_5_jpeg30__VS__base_5.jpg
new_5_ps.jpg,base_5.jpg,partial_duplicate,6.972324506466433,1021,0.9453703703703704,0.0,reports/new_5_ps__VS__base_5.jpg
new_5_rot.jpg,base_5.jpg,partial_duplicate,2.9869433277227677,42,0.2781456953642384,0.0,reports/new_5_rot__VS__base_5.jpg
